ALARA 2.9.2
Set verbose level to 2.
Opened tree file output/sample3.tree.
	Opened sample3 for input.
Starting problem input processing.
	Reading input.
	Cross-checking input for completeness and self-consistency.


***Please review this schedule hierarchy.!!!!!!!!!!

Schedule 'total':
	pulse: 1 s with 0 s delay pulsed with history pulsed_spec

***End of schedule hierarchy.


	Preprocessing input.
Starting problem solution.
	Solved problem.
	Reset binary dump with 5 results per isotope.
Zone output requested:
	Response Units: Bq /cm3
	Break-down by Constituent
	Total Decay Heat [W/cm3]


*** Total Decay Heat [W/cm3] ***
sc-50 	2.8586e-02  2.8898e-02  0.0000e+00  1.9445e-02  0.0000e+00  
sc-50m	1.1035e-02  1.5229e-03  0.0000e+00  0.0000e+00  0.0000e+00  
ti-44 	3.2484e-14  3.2484e-14  3.2482e-14  3.2484e-14  3.2012e-14  
ti-45 	8.2672e-05  8.2667e-05  3.7297e-07  8.2363e-05  0.0000e+00  
ti-51 	1.4284e-02  1.4256e-02  0.0000e+00  1.2675e-02  0.0000e+00  
v-49 	2.4545e-13  2.4545e-13  2.4493e-13  2.4545e-13  1.1426e-13  
v-50 	6.3322e-26  6.3322e-26  6.3322e-26  6.3322e-26  6.3322e-26  
v-52 	2.0497e-02  2.0434e-02  0.0000e+00  1.7034e-02  0.0000e+00  
v-53 	1.9897e-03  1.9756e-03  0.0000e+00  1.2971e-03  0.0000e+00  
v-54 	1.5984e-04  1.5763e-04  0.0000e+00  6.9341e-05  0.0000e+00  
cr-51 	2.2760e-06  2.2760e-06  2.2197e-06  2.2759e-06  2.5250e-10  
cr-55 	4.9676e+00  4.9514e+00  0.0000e+00  4.0842e+00  0.0000e+00  
cr-56 	4.4244e-03  4.4157e-03  0.0000e+00  3.9365e-03  0.0000e+00  
cr-57 	1.3534e-07  1.3097e-07  0.0000e+00  1.8855e-08  0.0000e+00  
mn-51 	2.6536e-08  2.6529e-08  1.0992e-17  2.6141e-08  0.0000e+00  
mn-52 	1.8372e-06  1.8372e-06  1.6318e-06  1.8373e-06  4.6475e-26  
mn-52m	2.2668e-04  2.2655e-04  6.4741e-25  2.1935e-04  0.0000e+00  
mn-53 	5.7372e-14  5.7373e-14  5.7477e-14  5.7381e-14  5.7477e-14  
mn-54 	5.4910e-04  5.4910e-04  5.4789e-04  5.4910e-04  2.4479e-04  
mn-56 	2.0772e+00  2.0770e+00  3.2825e-03  2.0679e+00  0.0000e+00  
mn-57 	1.8203e+01  1.8073e+01  0.0000e+00  1.1835e+01  0.0000e+00  
mn-58 	4.0036e+01  3.9613e+01  0.0000e+00  2.1176e+01  0.0000e+00  
mn-58m	1.2048e+02  9.5629e+01  0.0000e+00  1.1490e-04  0.0000e+00  
mn-59 	2.9258e-01  2.5165e-01  0.0000e+00  3.4655e-05  0.0000e+00  
mn-60 	1.5985e-06  1.0853e-06  0.0000e+00  1.2982e-16  0.0000e+00  
fe-53 	4.0765e-02  4.0710e-02  0.0000e+00  3.7576e-02  0.0000e+00  
fe-53m	1.4555e-02  1.4490e-02  0.0000e+00  1.1126e-02  0.0000e+00  
fe-55 	4.4305e-04  4.4305e-04  4.4275e-04  4.4305e-04  3.4417e-04  
fe-59 	2.9544e-02  2.9545e-02  2.9088e-02  2.9544e-02  1.0191e-04  
fe-60 	1.0611e-12  1.0611e-12  1.0611e-12  1.0611e-12  1.0611e-12  
fe-61 	2.8892e+01  2.8836e+01  0.0000e+00  2.5730e+01  0.0000e+00  
co-55 	5.4619e-04  5.4619e-04  2.1145e-04  5.4583e-04  0.0000e+00  
co-56 	2.1994e-02  2.1994e-02  2.1797e-02  2.1993e-02  8.4095e-04  
co-57 	1.6324e-01  1.6324e-01  1.6478e-01  1.6324e-01  6.6604e-02  
co-58 	1.0207e-01  1.0207e-01  1.0373e-01  1.0207e-01  2.9912e-03  
co-58m	1.4957e-02  1.4957e-02  2.3266e-03  1.4938e-02  0.0000e+00  
co-60 	4.6335e-02  4.6388e-02  9.3642e-02  4.9368e-02  8.2172e-02  
co-60m	3.0802e+02  3.0768e+02  1.4877e-39  2.8829e+02  0.0000e+00  
co-61 	1.2996e+01  1.2995e+01  5.6105e-04  1.2948e+01  0.0000e+00  
co-62 	1.5415e+03  1.5297e+03  1.8637e-34  9.7151e+02  0.0000e+00  
co-62m	1.2770e+02  1.2759e+02  8.7652e-30  1.2149e+02  0.0000e+00  
co-63 	1.4463e+02  1.4102e+02  0.0000e+00  3.1701e+01  0.0000e+00  
co-64 	9.9659e+02  9.8874e+01  0.0000e+00  0.0000e+00  0.0000e+00  
ni-56 	2.0449e-04  2.0449e-04  1.8252e-04  2.0447e-04  2.2262e-22  
ni-57 	1.4152e+01  1.4152e+01  8.8805e+00  1.4147e+01  0.0000e+00  
ni-59 	2.7897e-07  2.7897e-07  2.7897e-07  2.7897e-07  2.7897e-07  
ni-63 	9.9396e-05  9.9396e-05  9.9407e-05  9.9406e-05  9.8718e-05  
ni-65 	6.8812e+01  6.8807e+01  9.3478e-02  6.8497e+01  0.0000e+00  
cu-64 	1.8705e-05  1.8705e-05  5.0487e-06  1.8688e-05  0.0000e+00  
cu-66 	1.7895e-02  1.7855e-02  0.0000e+00  1.5621e-02  0.0000e+00  
====================================================================
total	6.5893e+05  2.8717e+05  1.0038e+01  4.8002e+03  1.5345e-01  

Zone #2: outer_zone
	Relative Volume: 392.699
	Containing mixture: outer_mix

Constituent: fe
	Volume Fraction: 1	Relative Volume: 392.699
Total Decay Heat [W/cm3]
isotope	 shutdown         1 s         1 d         1 m         1 y   
====================================================================
h-3 	1.5684e-09  1.5684e-09  1.5682e-09  1.5684e-09  1.4830e-09  
sc-47 	2.6329e-10  2.6329e-10  2.1403e-10  2.6325e-10  6.5557e-43  
sc-48 	1.5957e-09  1.5957e-09  1.0902e-09  1.5953e-09  0.0000e+00  
ti-51 	1.9201e-04  1.9163e-04  0.0000e+00  1.7038e-04  0.0000e+00  
v-49 	1.2954e-11  1.2954e-11  1.2927e-11  1.2954e-11  6.0307e-12  
v-50 	5.5595e-24  5.5595e-24  5.5595e-24  5.5595e-24  5.5595e-24  
v-52 	9.4084e-02  9.3794e-02  0.0000e+00  7.8187e-02  0.0000e+00  
v-53 	1.5599e-01  1.5488e-01  0.0000e+00  1.0169e-01  0.0000e+00  
v-54 	4.8635e-03  4.7962e-03  0.0000e+00  2.1099e-03  0.0000e+00  
cr-51 	8.5928e-04  8.5928e-04  8.3805e-04  8.5926e-04  9.5328e-08  
cr-55 	2.4152e+00  2.4074e+00  0.0000e+00  1.9857e+00  0.0000e+00  
cr-56 	1.2049e-04  1.2026e-04  0.0000e+00  1.0720e-04  0.0000e+00  
cr-57 	1.0213e-06  9.8828e-07  0.0000e+00  1.4228e-07  0.0000e+00  
mn-51 	2.2005e-07  2.1999e-07  9.1151e-17  2.1677e-07  0.0000e+00  
mn-52 	1.8696e-04  1.8696e-04  1.6932e-04  1.8709e-04  4.7296e-24  
mn-52m	1.0590e-01  1.0584e-01  3.0245e-22  1.0247e-01  0.0000e+00  
mn-53 	1.7543e-11  1.7543e-11  1.7631e-11  1.7550e-11  1.7631e-11  
mn-54 	1.0458e-02  1.0458e-02  1.0435e-02  1.0458e-02  4.6621e-03  
mn-56 	3.3050e+02  3.3047e+02  5.2216e-01  3.2902e+02  0.0000e+00  
mn-57 	2.0191e+02  2.0047e+02  0.0000e+00  1.3127e+02  0.0000e+00  
mn-58 	1.7789e+01  1.7601e+01  0.0000e+00  9.4093e+00  0.0000e+00  
mn-58m	3.1879e+01  2.5303e+01  0.0000e+00  3.0402e-05  0.0000e+00  
mn-59 	7.3862e-03  6.3530e-03  0.0000e+00  8.7487e-07  0.0000e+00  
mn-60 	1.2090e-05  8.2084e-06  0.0000e+00  9.8184e-16  0.0000e+00  
fe-53 	8.9115e+00  8.8995e+00  0.0000e+00  8.2145e+00  0.0000e+00  
fe-55 	2.7411e-04  2.7411e-04  2.7392e-04  2.7411e-04  2.1293e-04  
fe-59 	6.0799e-03  6.0799e-03  5.9860e-03  6.0799e-03  2.0972e-05  
fe-60 	4.7099e-15  4.7099e-15  4.7099e-15  4.7099e-15  4.7099e-15  
fe-61 	8.8040e-06  8.7870e-06  0.0000e+00  7.8404e-06  0.0000e+00  
co-60 	4.5153e-12  4.5153e-12  4.5137e-12  4.5153e-12  3.9608e-12  
co-60m	3.6875e-08  3.6834e-08  0.0000e+00  3.4512e-08  0.0000e+00  
co-61 	2.9305e-09  3.1618e-09  5.4656e-12  1.6002e-08  0.0000e+00  
====================================================================
total	5.9379e+02  5.8553e+02  5.3986e-01  4.8021e+02  4.8961e-03  
** Zone totals are the same as those of the single constituent.


Totals for all zones.
Total Decay Heat [W/cm3]
zone	 shutdown         1 s         1 d         1 m         1 y   
====================================================================
1	6.5893e+05  2.8717e+05  1.0038e+01  4.8002e+03  1.5345e-01  	inner_zone (inner_mix)
2	5.9379e+02  5.8553e+02  5.3986e-01  4.8021e+02  4.8961e-03  	outer_zone (outer_mix)
====================================================================





Output.
