ALARA 2.9.2
Set verbose level to 2.
Opened tree file output/sample2.tree.
	Opened sample2 for input.
Starting problem input processing.
	Reading input.
	Cross-checking input for completeness and self-consistency.


***Please review this schedule hierarchy.!!!!!!!!!!

Schedule '1_year':
	pulse: 1 y with 0 s delay pulsed with history steady_state

***End of schedule hierarchy.


	Preprocessing input.
Starting problem solution.
	Solved problem.
	Reset binary dump with 5 results per isotope.
Interval output requested:
	Response Units: Bq /cm3
	Number Density [atoms/cm3]
	Specific Activity [Bq/cm3]


*** Number Density [atoms/cm3] ***
cr-53 	1.6693e+18  1.6693e+18  1.6693e+18  1.6693e+18  1.6693e+18  
cr-54 	6.2588e+17  6.2864e+17  8.7312e+17  1.3143e+18  1.8680e+18  
cr-55 	1.2285e+11  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
cr-56 	5.8932e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-52 	1.4975e+13  1.3229e+13  6.1889e+07  3.7884e-07  0.0000e+00  
mn-52m	1.5708e+10  4.4865e-11  0.0000e+00  0.0000e+00  0.0000e+00  
mn-53 	1.7703e+18  1.7703e+18  1.7703e+18  1.7703e+18  1.7703e+18  
mn-54 	1.2421e+18  1.2394e+18  9.9490e+17  5.5374e+17  1.0179e-17  
mn-55 	6.7845e+19  6.7856e+19  6.8950e+19  7.1526e+19  8.4338e+19  
mn-56 	3.1048e+15  4.9054e+12  0.0000e+00  0.0000e+00  0.0000e+00  
mn-57 	4.7971e+11  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-58 	5.2924e+09  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-58m	1.0924e+08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-59 	8.7877e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
fe-53 	2.2425e+11  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
fe-54 	8.2613e+20  8.2613e+20  8.2613e+20  8.2613e+20  8.2613e+20  
fe-55 	1.6494e+19  1.6482e+19  1.5388e+19  1.2812e+19  1.7736e+08  
fe-56 	1.2876e+22  1.2876e+22  1.2876e+22  1.2876e+22  1.2876e+22  
fe-57 	3.5078e+20  3.5078e+20  3.5078e+20  3.5078e+20  3.5078e+20  
fe-58 	4.0676e+19  4.0676e+19  4.0676e+19  4.0676e+19  4.0676e+19  
fe-59 	1.4996e+16  1.4765e+16  3.1590e+15  5.1729e+13  0.0000e+00  
fe-60 	4.8646e+13  4.8646e+13  4.8646e+13  4.8646e+13  4.8646e+13  
co-58 	9.8210e+12  9.7986e+12  3.7256e+12  2.8162e+11  0.0000e+00  
co-58m	8.8397e+10  1.3750e+10  0.0000e+00  0.0000e+00  0.0000e+00  
co-59 	6.7352e+16  6.7584e+16  7.9190e+16  8.2297e+16  8.2349e+16  
co-60 	2.0238e+15  2.0231e+15  1.9523e+15  1.7753e+15  4.1252e+09  
co-60m	7.8776e+10  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
co-61 	1.9141e+09  8.0048e+04  0.0000e+00  0.0000e+00  0.0000e+00  
ni-60 	8.1825e+13  8.2554e+13  1.5339e+14  3.3038e+14  2.1057e+15  
ni-61 	2.1391e+12  2.1410e+12  2.1410e+12  2.1410e+12  2.1410e+12  
====================================================================
total	9.7627e+22  9.7627e+22  9.7627e+22  9.7627e+22  9.7627e+22  

Totals for all intervals.
Number Density [atoms/cm3]
interval shutdown         1 d       100 d         1 y       100 y   
====================================================================
1	9.1531e+22  9.1531e+22  9.1531e+22  9.1531e+22  9.1531e+22  
2	9.7627e+22  9.7627e+22  9.7627e+22  9.7627e+22  9.7627e+22  
====================================================================





*** Specific Activity [Bq/cm3] ***

Interval #1 (Zone: inner_zone) :
	Relative Volume: 5
	Containing mixture: inner_mix

Total (All constituents) 
	COMPACTED
	Volume Fraction: 1	Relative Volume: 5
Specific Activity [Bq/cm3]
isotope	 shutdown         1 d       100 d         1 y       100 y   
====================================================================
h-3 	7.2705e+12  7.2694e+12  7.1595e+12  6.8744e+12  2.6821e+10  
he-6 	4.7902e+10  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
li-8 	1.5056e+11  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
be-8 	2.7448e+11  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
be-10 	5.5404e+02  5.5404e+02  5.5404e+02  5.5404e+02  5.5402e+02  
be-11 	3.4201e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
b-12 	1.2674e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
b-13 	1.7291e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
c-14 	2.8210e+04  2.8210e+04  2.8210e+04  2.8207e+04  2.7872e+04  
c-15 	1.6097e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
n-13 	1.0012e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
n-16 	7.4112e+10  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
n-17 	6.8442e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
n-18 	3.6722e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
o-19 	2.1657e+10  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
f-18 	3.0626e+10  3.4242e+06  0.0000e+00  0.0000e+00  0.0000e+00  
f-20 	5.3270e+09  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
f-21 	5.1558e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
f-22 	1.0541e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
ne-23 	3.6972e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
na-22 	5.7827e+04  5.7785e+04  5.3762e+04  4.4349e+04  1.7257e-07  
na-24 	1.6896e+08  5.5655e+07  0.0000e+00  0.0000e+00  0.0000e+00  
na-24m	1.2789e+08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
na-25 	6.5400e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
na-26 	1.4463e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mg-27 	3.1872e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
al-26 	1.9842e-04  1.9842e-04  1.9842e-04  1.9842e-04  1.9840e-04  
al-28 	3.9348e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
al-29 	1.1187e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
al-30 	4.1777e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
si-31 	3.7056e+05  6.5026e+02  0.0000e+00  0.0000e+00  0.0000e+00  
si-32 	2.1226e+00  2.1226e+00  2.1203e+00  2.1141e+00  1.4205e+00  
si-33 	5.9425e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
p-30 	1.0923e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
p-32 	7.7027e+06  7.3373e+06  5.9639e+04  2.6303e-01  6.9712e-02  
p-33 	6.9555e+05  6.7683e+05  4.5412e+04  3.3757e+01  0.0000e+00  
p-34 	5.2163e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
p-35 	2.6529e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
p-36 	8.8864e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
s-35 	7.2556e+06  7.1984e+06  3.2858e+06  4.0587e+05  0.0000e+00  
s-37 	3.8939e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
cl-34 	5.1296e+04  1.0968e-09  0.0000e+00  0.0000e+00  0.0000e+00  
cl-34m	7.2957e+04  2.2852e-09  0.0000e+00  0.0000e+00  0.0000e+00  
cl-36 	2.0782e+03  2.0782e+03  2.0782e+03  2.0782e+03  2.0778e+03  
cl-38 	3.6011e+06  8.0108e-06  0.0000e+00  0.0000e+00  0.0000e+00  
cl-38m	5.0141e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
cl-39 	3.4387e+04  5.4945e-04  0.0000e+00  0.0000e+00  0.0000e+00  
cl-40 	1.2862e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
ar-37 	1.9257e+07  1.8879e+07  2.6637e+06  1.4370e+04  0.0000e+00  
ar-39 	1.1967e+05  1.1967e+05  1.1958e+05  1.1936e+05  9.2567e+04  
ar-41 	1.3163e+06  1.4620e+02  0.0000e+00  0.0000e+00  0.0000e+00  
ar-42 	8.7148e-01  8.7143e-01  8.6649e-01  8.5343e-01  1.0744e-01  
ar-43 	6.9340e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
ar-45 	2.6750e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
k-38 	4.9351e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
k-38m	7.5320e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
k-40 	2.2487e-01  2.2487e-01  2.2487e-01  2.2487e-01  2.2487e-01  
k-42 	1.3693e+07  3.5681e+06  0.0000e+00  0.0000e+00  0.0000e+00  
k-43 	7.7059e+04  3.6424e+04  2.2029e-28  0.0000e+00  0.0000e+00  
k-44 	2.8690e+05  7.4078e-15  0.0000e+00  0.0000e+00  0.0000e+00  
k-45 	1.6211e+02  1.5891e-23  0.0000e+00  0.0000e+00  0.0000e+00  
k-46 	9.3122e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
k-48 	1.1160e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
ca-41 	4.9243e+02  4.9243e+02  4.9243e+02  4.9242e+02  4.9210e+02  
ca-45 	2.6193e+06  2.6081e+06  1.7106e+06  5.5553e+05  0.0000e+00  
ca-47 	5.2789e+05  4.5311e+05  1.2274e-01  3.7709e-19  0.0000e+00  
ca-49 	3.6859e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
sc-44 	1.2576e+03  4.0395e+02  2.4499e-10  0.0000e+00  0.0000e+00  
sc-44m	4.9349e+02  3.7153e+02  2.3142e-10  0.0000e+00  0.0000e+00  
sc-45m	3.4134e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
sc-46 	4.3358e+04  4.3001e+04  1.8964e+04  2.1370e+03  0.0000e+00  
sc-46m	2.6657e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
sc-47 	5.2880e+05  5.2122e+05  4.6580e-01  1.6973e-22  0.0000e+00  
sc-48 	4.4583e+04  3.0460e+04  1.2743e-12  0.0000e+00  0.0000e+00  
sc-49 	3.6868e+05  1.1484e-02  0.0000e+00  0.0000e+00  0.0000e+00  
sc-50 	5.3513e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
sc-50m	2.0647e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
ti-51 	1.0455e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
v-48 	1.1800e+02  1.1299e+02  1.5397e+00  1.6313e-05  0.0000e+00  
v-49 	1.3088e+05  1.3061e+05  1.0609e+05  6.0930e+04  8.1726e-29  
v-50 	1.6374e-11  1.6374e-11  1.6374e-11  1.6374e-11  1.6374e-11  
v-52 	7.6919e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
v-53 	4.0366e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
v-54 	3.3578e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
cr-49 	2.5661e+03  1.1577e-07  0.0000e+00  0.0000e+00  0.0000e+00  
cr-51 	5.2079e+06  5.0793e+06  4.2673e+05  5.7777e+02  0.0000e+00  
cr-55 	4.8360e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
cr-56 	5.0198e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-52 	9.3998e+02  8.3040e+02  3.8847e-03  2.3779e-17  0.0000e+00  
mn-52m	3.7625e+02  1.0746e-18  0.0000e+00  0.0000e+00  0.0000e+00  
mn-53 	4.6004e-01  4.6004e-01  4.6004e-01  4.6004e-01  4.6003e-01  
mn-54 	1.2723e+06  1.2695e+06  1.0191e+06  5.6718e+05  1.0426e-29  
mn-56 	8.0294e+06  1.2686e+04  0.0000e+00  0.0000e+00  0.0000e+00  
mn-57 	1.5105e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-58 	2.5404e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-58m	1.1389e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-59 	5.7930e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
fe-53 	1.3318e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
fe-55 	5.9631e+06  5.9590e+06  5.5634e+06  4.6322e+06  6.4123e-05  
fe-59 	1.2691e+05  1.2495e+05  2.6734e+04  4.3777e+02  0.0000e+00  
fe-60 	1.4091e-05  1.4091e-05  1.4091e-05  1.4091e-05  1.4091e-05  
fe-61 	5.0349e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
co-56 	1.4395e+03  1.4267e+03  5.8720e+02  5.5042e+01  0.0000e+00  
co-57 	1.9335e+06  1.9288e+06  1.4988e+06  7.6443e+05  9.2614e-35  
co-58 	9.4630e+05  9.4282e+05  3.5838e+05  2.7090e+04  0.0000e+00  
co-58m	1.2977e+06  2.0186e+05  0.0000e+00  0.0000e+00  0.0000e+00  
co-60 	5.8135e+04  5.8115e+04  5.6080e+04  5.0996e+04  1.1850e-01  
co-60m	2.7224e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
co-61 	1.5534e+04  6.5099e-01  0.0000e+00  0.0000e+00  0.0000e+00  
co-62 	6.1064e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
co-62m	3.3672e+03  2.3112e-28  0.0000e+00  0.0000e+00  0.0000e+00  
co-63 	3.4658e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
co-64 	2.4573e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
ni-57 	1.2621e+05  7.9199e+04  7.3077e-16  0.0000e+00  0.0000e+00  
ni-59 	1.1698e+02  1.1698e+02  1.1698e+02  1.1698e+02  1.1688e+02  
ni-63 	1.5344e+04  1.5344e+04  1.5315e+04  1.5237e+04  7.6368e+03  
ni-65 	5.9811e+04  8.1251e+01  0.0000e+00  0.0000e+00  0.0000e+00  
cu-62 	1.1503e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
cu-64 	2.4496e+02  6.6116e+01  0.0000e+00  0.0000e+00  0.0000e+00  
cu-66 	2.3004e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
zn-65 	6.1087e-02  6.0914e-02  4.5994e-02  2.1744e-02  0.0000e+00  
====================================================================
total	7.8757e+12  7.2695e+12  7.1595e+12  6.8744e+12  2.6821e+10  

Interval #2 (Zone: outer_zone) :
	Relative Volume: 1
	Containing mixture: outer_mix

Total (All constituents) 
	COMPACTED
	Volume Fraction: 0.6	Relative Volume: 0.6
Specific Activity [Bq/cm3]
isotope	 shutdown         1 d       100 d         1 y       100 y   
====================================================================
h-3 	1.8517e+06  1.8515e+06  1.8235e+06  1.7508e+06  6.8311e+03  
he-6 	2.1350e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
li-8 	1.0932e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
be-8 	2.1982e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
be-10 	4.7489e+01  4.7489e+01  4.7489e+01  4.7489e+01  4.7487e+01  
be-11 	3.9875e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
b-12 	1.2007e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
b-13 	1.5428e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
c-14 	5.0300e+04  5.0300e+04  5.0298e+04  5.0294e+04  4.9697e+04  
c-15 	7.4474e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
n-16 	1.4613e+11  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
n-17 	4.4977e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
n-18 	3.0602e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
o-19 	2.2194e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
ne-23 	2.2002e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
na-24 	5.0431e+05  1.6611e+05  0.0000e+00  0.0000e+00  0.0000e+00  
na-24m	1.5672e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
na-25 	3.6015e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
na-26 	7.9646e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mg-27 	1.7551e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
al-26 	1.0927e-02  1.0927e-02  1.0927e-02  1.0927e-02  1.0926e-02  
al-28 	2.1668e+09  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
al-29 	6.1564e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
al-30 	2.3006e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
si-31 	1.6785e+07  2.9454e+04  0.0000e+00  0.0000e+00  0.0000e+00  
p-30 	5.1516e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
p-32 	4.5112e+03  4.2971e+03  3.4928e+01  9.3286e-05  0.0000e+00  
sc-48 	3.8903e+05  2.6579e+05  1.1120e-11  0.0000e+00  0.0000e+00  
ti-51 	1.7622e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
v-50 	6.9822e-11  6.9822e-11  6.9822e-11  6.9822e-11  6.9822e-11  
v-52 	2.8293e+08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
v-53 	8.6144e+06  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
v-54 	8.6391e+05  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
cr-51 	8.3106e+09  8.1053e+09  6.8095e+08  9.2197e+05  0.0000e+00  
cr-55 	4.0091e+08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
cr-56 	1.1474e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-52 	2.1486e+07  1.8981e+07  8.8797e+01  5.4355e-13  0.0000e+00  
mn-52m	8.6005e+06  2.4564e-14  0.0000e+00  0.0000e+00  0.0000e+00  
mn-53 	1.0517e+04  1.0517e+04  1.0517e+04  1.0517e+04  1.0516e+04  
mn-54 	3.1909e+10  3.1838e+10  2.5557e+10  1.4225e+10  2.6149e-25  
mn-56 	2.3180e+11  3.6622e+08  0.0000e+00  0.0000e+00  0.0000e+00  
mn-57 	3.4421e+09  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-58 	5.6177e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-58m	2.5239e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
mn-59 	1.3242e+04  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
fe-53 	3.0443e+08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
fe-55 	1.3245e+11  1.3236e+11  1.2357e+11  1.0289e+11  1.4243e+00  
fe-59 	2.7035e+09  2.6617e+09  5.6948e+08  9.3255e+06  0.0000e+00  
fe-60 	1.4227e-01  1.4227e-01  1.4227e-01  1.4227e-01  1.4227e-01  
co-58 	1.1119e+06  1.1094e+06  4.2180e+05  3.1884e+04  0.0000e+00  
co-58m	1.9038e+06  2.9613e+05  0.0000e+00  0.0000e+00  0.0000e+00  
co-60 	8.4321e+06  8.4294e+06  8.1342e+06  7.3968e+06  1.7188e+01  
co-60m	8.6920e+07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  
co-61 	2.2336e+05  9.3409e+00  0.0000e+00  0.0000e+00  0.0000e+00  
====================================================================
total	5.6040e+11  1.7536e+11  1.5039e+11  1.1714e+11  6.7111e+04  

Totals for all intervals.
Specific Activity [Bq/cm3]
interval shutdown         1 d       100 d         1 y       100 y   
====================================================================
1	7.8757e+12  7.2695e+12  7.1595e+12  6.8744e+12  2.6821e+10  
2	5.6040e+11  1.7536e+11  1.5039e+11  1.1714e+11  6.7111e+04  
====================================================================





Output.
